area_sqft,bedrooms,bathrooms,age_years,waterfront,floors,condition,grade,price
1080,1,1.0,51,0,1.0,3,6,112000.0
1440,3,1.75,90,0,1.5,4,6,252000.0
2540,4,2.75,35,0,1.0,4,7,335000.0
2300,3,2.0,59,0,1.0,3,8,610000.0
1690,3,2.0,35,0,1.0,3,7,245000.0
1800,3,1.75,43,0,1.0,3,8,493500.0
1770,4,2.25,29,0,2.0,3,8,596500.0
1190,3,2.0,107,0,1.5,5,6,245000.0
1320,3,1.75,37,0,1.0,4,7,333500.0
1290,3,1.0,38,0,1.0,5,7,373000.0
3000,4,2.5,6,0,2.0,3,8,759900.0
1358,3,2.25,7,0,3.0,3,7,317000.0
1220,3,1.5,101,0,1.5,5,7,670000.0
2720,2,2.5,24,1,2.0,3,7,985000.0
1060,3,1.5,32,0,1.0,4,6,310000.0
3020,4,2.5,17,0,2.0,3,9,750000.0
1640,3,2.0,27,0,2.0,3,7,408000.0
3870,5,3.75,16,0,2.0,3,10,900000.0
2860,4,2.25,58,0,1.0,3,8,460000.0
1740,4,2.5,63,0,1.0,4,7,339000.0
1140,3,2.0,106,0,1.0,3,7,660000.0
3290,4,3.0,25,0,2.0,3,9,449950.0
1210,3,1.0,84,0,1.0,3,7,235000.0
3320,5,2.25,51,0,1.0,4,9,769000.0
1350,2,2.0,11,0,1.0,3,8,428000.0
1990,3,2.25,30,0,2.0,3,8,445000.0
2060,4,2.5,41,0,1.0,3,7,462000.0
1460,3,1.0,99,0,1.5,4,7,775000.0
2250,4,1.75,47,0,1.0,4,8,605000.0
950,2,1.0,68,0,1.0,4,7,193500.0
3140,4,2.5,23,0,2.0,3,9,389950.0
3560,4,3.5,8,0,2.0,3,10,790000.0
1410,2,1.0,97,0,1.0,4,7,442000.0
2770,4,2.25,40,0,2.0,3,8,890000.0
1864,3,1.0,57,0,1.0,4,7,235000.0
1930,4,1.75,55,0,1.0,3,8,495000.0
3870,4,2.5,8,0,2.0,3,10,600000.0
2020,3,2.0,77,0,1.5,3,10,1400000.0
1300,3,2.0,47,0,1.0,4,7,251000.0
3410,4,2.25,37,0,2.0,4,8,471000.0
2370,4,2.5,20,0,2.0,3,8,597000.0
2770,5,3.5,29,0,2.0,3,9,804000.0
1250,3,1.75,42,0,1.0,3,7,357000.0
1690,3,2.5,0,0,2.0,3,8,419990.0
3040,4,2.5,27,0,2.0,4,10,725000.0
2710,3,2.5,12,0,2.0,3,7,275000.0
1190,3,2.25,30,0,1.0,3,7,445000.0
2300,3,2.5,19,0,2.0,3,9,510000.0
1360,4,1.0,59,0,1.0,3,7,330000.0
1500,3,1.0,72,0,1.0,5,6,270000.0
1610,4,2.0,74,0,1.0,4,7,495000.0
1420,4,1.75,65,0,2.0,3,7,225000.0
1750,3,1.5,63,0,1.0,4,7,716528.0
1510,3,2.5,23,0,2.0,4,7,260000.0
2330,4,2.5,16,0,2.0,3,8,471000.0
2690,5,3.5,96,0,2.0,3,8,690000.0
1700,5,1.5,78,0,1.5,3,7,548000.0
1020,3,1.0,86,0,1.0,4,7,505000.0
1160,3,1.0,48,0,1.0,3,7,325000.0
2450,4,2.25,34,0,2.0,4,8,682000.0
2010,3,2.25,29,0,2.0,3,8,605000.0
1370,2,1.75,40,0,1.0,4,8,276200.0
1370,3,1.0,108,0,1.5,3,7,530000.0
1990,3,3.0,26,0,1.0,3,7,245000.0
2790,4,2.5,27,0,2.0,3,9,654950.0
780,2,1.0,75,0,1.0,3,6,221900.0
2240,4,2.0,89,0,1.0,4,8,466000.0
2210,3,2.0,12,0,1.0,3,8,383150.0
1390,4,1.0,90,0,1.0,3,7,657100.0
1800,3,2.0,27,0,2.0,3,8,539000.0
3320,6,3.0,37,0,1.0,4,8,400000.0
1960,4,2.5,83,0,1.0,5,6,215000.0
850,2,1.0,87,0,1.0,4,7,489000.0
2980,4,2.5,20,0,2.0,3,10,649000.0
1980,4,1.75,62,0,1.0,4,8,700000.0
790,2,1.0,61,0,1.0,4,6,268500.0
1800,3,2.5,18,0,2.0,3,7,515000.0
2260,4,2.0,37,0,1.0,3,9,685000.0
800,2,1.5,8,0,2.0,3,7,305000.0
2490,4,2.0,89,0,1.5,3,8,950000.0
1610,4,2.5,9,0,2.0,3,7,292500.0
1850,4,1.75,58,0,1.0,5,7,270000.0
1850,4,1.75,58,0,1.0,5,7,450000.0
1920,4,1.0,94,0,1.5,3,7,535000.0
1740,3,2.5,15,0,2.0,3,8,550000.0
1430,3,2.25,18,0,2.0,3,8,457500.0
1420,3,1.5,52,0,1.0,3,6,136500.0
1420,3,1.5,52,0,1.0,3,6,224097.0
1560,3,2.5,20,0,2.0,3,7,254000.0
2030,4,2.25,51,0,1.0,3,7,335000.0
3280,5,2.5,3,0,2.0,3,9,594950.0
1360,3,1.75,31,0,1.0,3,8,350000.0
1180,3,1.0,44,0,1.0,3,7,169950.0
1940,3,2.5,35,0,1.0,3,8,432500.0
1300,2,1.75,66,0,2.0,3,7,440000.0
1650,3,2.25,29,0,2.0,3,7,233703.0
1140,3,1.5,26,0,2.0,3,7,310000.0
2540,3,2.5,17,0,2.0,3,10,735000.0
3440,4,2.75,0,0,2.0,3,10,730000.0
1800,3,1.75,53,0,1.0,3,7,257000.0
1260,2,2.25,10,0,3.0,3,8,485000.0
2370,4,2.25,55,0,1.0,3,8,899000.0
1520,3,1.0,62,0,1.5,3,7,279000.0
1750,4,2.0,40,0,1.0,4,7,225000.0
2680,3,1.5,101,0,2.0,5,8,1355000.0
1590,3,2.5,14,0,2.0,3,7,355000.0
1560,4,1.75,47,0,1.0,4,7,382500.0
2000,3,2.5,22,0,2.0,4,8,324360.0
2380,3,1.75,49,0,1.5,3,8,315000.0
2230,2,1.0,63,0,2.0,3,7,426000.0
2820,5,2.5,12,0,2.0,3,8,395000.0
1570,3,1.0,92,0,1.5,5,5,212644.0
1845,3,3.0,67,0,2.0,5,8,510000.0
830,2,1.0,75,0,1.0,3,6,85000.0
830,2,1.0,75,0,1.0,3,6,235000.0
2030,4,2.5,14,0,2.0,3,8,295000.0
1430,3,2.5,104,0,1.5,4,7,720001.0
1510,3,1.0,74,0,1.0,4,6,313950.0
1510,3,1.0,74,0,1.0,4,6,415000.0
1610,3,1.75,33,0,1.0,3,8,305000.0
1600,3,1.5,108,0,1.5,3,8,625000.0
1420,3,1.0,54,0,1.0,4,7,490000.0
1660,3,2.0,27,0,2.0,4,8,269950.0
4230,5,4.0,65,1,2.0,3,8,2700000.0
3310,4,3.0,114,0,2.5,5,9,829000.0
2470,4,2.5,27,0,1.0,4,7,635000.0
1040,3,1.0,56,0,1.0,3,7,217500.0
1850,4,1.75,49,0,1.0,3,7,270000.0
4610,3,3.0,67,0,2.0,3,8,1245000.0
2480,4,2.5,8,0,2.0,3,8,480000.0
2130,3,1.75,60,0,1.0,3,8,575000.0
2350,4,2.75,13,0,2.0,3,7,426950.0
920,3,1.0,54,0,1.0,3,6,125000.0
920,3,1.0,55,0,1.0,3,6,208000.0
1780,4,2.0,38,0,1.0,4,7,325000.0
2690,7,4.0,54,0,1.0,4,8,597157.0
3010,4,2.5,9,0,2.5,3,8,728725.0
3180,5,2.0,46,0,1.0,3,8,708000.0
4120,4,3.0,9,0,2.0,3,11,1300000.0
1280,3,1.0,38,0,1.0,4,7,405000.0
1690,4,2.75,69,0,1.5,3,7,550000.0
2320,4,2.5,9,0,2.0,3,7,451000.0
3090,5,3.75,0,0,2.0,3,8,540500.0
5050,5,3.5,13,0,2.0,3,11,1025000.0
1640,4,1.0,51,0,1.0,3,7,218000.0
2170,4,2.25,40,0,1.0,3,8,562000.0
3140,4,2.5,37,0,2.0,4,8,401500.0
1090,2,1.0,60,0,1.0,3,7,196700.0
1930,3,1.75,39,0,1.0,4,8,583000.0
2100,5,2.5,40,0,1.0,4,7,309900.0
3110,4,3.0,19,0,2.0,3,9,485000.0
930,3,1.0,89,0,1.0,4,6,465000.0
2050,4,2.25,30,0,2.0,4,8,595000.0
1160,3,1.0,56,0,1.0,4,6,254000.0
1820,3,2.75,20,0,2.0,3,7,488500.0
2110,4,2.5,37,0,2.0,3,8,260000.0
870,2,1.0,71,0,1.0,4,6,166000.0
1080,2,1.5,91,0,1.0,3,6,440000.0
1260,3,2.0,72,0,2.0,5,6,375000.0
900,2,1.0,71,0,1.0,4,6,529500.0
750,2,1.0,80,0,1.0,4,6,338000.0
1800,3,2.25,29,0,1.0,3,8,335620.0
2220,4,2.25,37,0,1.0,3,9,464000.0
1390,2,1.0,89,0,1.0,4,6,354000.0
2160,4,3.5,16,0,2.0,3,8,601000.0
1840,3,2.25,36,0,1.0,3,8,285000.0
1690,2,2.0,108,0,2.0,3,7,462500.0
2650,4,2.5,25,0,2.0,4,8,350000.0
1120,4,1.0,42,0,1.0,3,7,329000.0
2500,4,2.5,31,0,1.0,3,7,312500.0
2220,4,2.5,13,0,2.0,3,7,370000.0
1260,3,1.75,36,0,1.0,3,7,399900.0
1480,3,1.0,89,0,1.5,4,6,398000.0
930,2,1.5,106,0,1.0,4,7,550500.0
2780,3,2.75,102,0,1.5,4,8,709000.0
2770,5,2.75,49,0,1.0,3,7,402000.0
1530,3,1.5,62,0,1.0,3,7,450000.0
2140,3,2.25,53,0,1.0,3,8,524000.0
4600,4,2.75,25,0,1.0,3,10,800000.0
1760,4,1.0,48,0,1.0,3,7,185000.0
1760,4,1.0,49,0,1.0,3,7,365000.0
3110,4,2.5,25,0,2.0,3,9,925000.0
2260,3,1.75,47,0,1.0,4,8,714000.0
1460,3,2.0,42,0,1.0,5,7,495000.0
2050,3,2.25,25,0,1.0,3,7,535000.0
2340,4,2.5,61,0,1.0,3,8,880000.0
1230,3,1.5,65,0,1.0,4,6,150000.0
1880,3,2.25,43,0,1.0,4,8,554500.0
1280,3,1.75,99,0,1.5,5,7,520000.0
3660,4,2.75,0,0,2.0,3,9,839990.0
1650,3,2.5,11,0,2.0,3,7,500000.0
1960,2,1.0,79,0,1.5,4,6,305000.0
1580,3,2.5,11,0,2.0,3,7,247800.0
2490,4,2.5,14,0,2.0,3,8,344200.0
2000,4,2.5,11,0,2.0,3,8,459950.0
1550,4,1.75,47,0,1.0,4,7,229900.0
2820,4,2.25,41,0,1.0,3,8,750000.0
2600,4,2.5,31,0,1.0,3,9,509000.0
2200,4,1.0,59,0,1.0,4,8,680000.0
2500,5,2.5,37,0,1.0,4,7,661500.0
1270,2,1.0,14,0,3.0,3,7,370000.0
2900,4,2.75,36,0,1.0,4,8,785000.0
840,2,1.0,62,0,1.0,3,7,355000.0
1940,4,2.0,63,0,1.0,4,7,446000.0
3490,5,3.5,19,0,2.0,3,8,830000.0
1940,3,2.5,24,0,2.0,3,8,324000.0
2490,4,2.25,33,0,2.0,3,8,500000.0
1390,3,1.0,63,0,1.0,4,7,745000.0
3940,4,2.5,93,0,2.0,4,8,1197000.0
1760,2,2.5,26,0,1.0,3,8,385000.0
2560,3,2.25,56,0,1.0,3,8,565000.0
2300,4,2.5,35,0,1.0,4,8,465000.0
1770,3,3.25,13,0,3.0,3,8,401000.0
2310,3,1.75,36,0,1.0,4,8,385000.0
2310,3,2.5,25,0,2.0,4,8,395000.0
2000,5,1.5,69,0,1.5,3,6,245000.0
1540,3,2.0,21,0,1.0,3,7,500000.0
2590,5,1.75,35,0,1.0,4,7,334000.0
980,3,1.0,62,0,1.0,4,7,550000.0
1730,3,1.0,53,0,1.0,4,7,216000.0
3070,3,2.5,86,0,3.0,4,8,340500.0
2100,4,2.25,39,0,2.0,4,8,375000.0
2080,3,2.75,49,0,1.0,3,8,600000.0
1890,4,1.75,54,0,1.0,4,7,375000.0
2000,4,1.75,88,0,1.5,5,7,536500.0
3030,3,3.0,30,0,2.0,4,8,599900.0
1110,2,1.5,111,0,1.0,5,7,750000.0
1650,3,1.0,60,0,1.0,3,7,355000.0
1410,3,2.0,67,0,1.0,4,7,590000.0
2140,2,1.0,69,0,1.0,4,7,680000.0
1860,3,2.5,20,0,2.0,3,8,429000.0
1170,2,1.0,106,0,1.0,4,7,581000.0
980,3,1.5,47,0,1.0,4,7,463800.0
7400,5,5.5,13,0,2.0,3,13,2983000.0
1650,5,1.75,112,0,1.5,3,8,443000.0
1480,3,2.5,28,0,1.0,3,7,276200.0
4060,5,3.5,14,0,2.0,3,9,630000.0
1370,3,1.75,87,0,2.0,5,7,570000.0
2480,4,2.25,85,0,2.0,3,10,979700.0
2030,4,2.5,93,0,1.5,4,8,730000.0
2200,5,2.25,51,0,1.0,4,7,268450.0
1770,3,1.75,53,0,1.0,3,7,490000.0
2550,3,2.5,57,0,1.0,5,8,808000.0
1250,3,1.0,46,0,1.0,4,7,350000.0
2390,4,1.75,57,0,1.0,3,8,695000.0
5730,4,2.5,23,0,2.0,3,11,1228000.0
1120,1,1.0,64,0,1.5,3,7,309950.0
1270,3,1.0,72,0,1.0,4,6,134000.0
2390,4,2.5,26,0,2.0,3,10,645500.0
1760,3,2.0,88,0,1.5,3,7,750000.0
2560,3,2.5,47,0,2.0,3,9,1399000.0
1820,4,1.75,59,0,1.0,4,7,344900.0
1840,2,3.25,13,0,3.0,3,8,601450.0
1810,4,2.0,106,0,2.0,3,8,575000.0
2470,3,1.75,52,0,1.0,4,7,405000.0
2520,4,2.75,15,0,2.0,3,9,518000.0
1600,2,1.0,67,0,1.0,3,7,265000.0
1280,3,1.0,45,0,1.0,5,6,180000.0
1590,3,2.5,30,0,2.0,3,7,285000.0
2000,3,2.75,61,0,1.0,3,7,433000.0
1780,3,1.75,38,0,1.0,3,8,399000.0
1700,3,2.5,48,0,2.0,5,7,565000.0
1970,3,1.5,49,0,1.0,3,7,406500.0
1940,4,1.75,59,0,1.0,4,7,420000.0
3290,4,3.5,109,0,1.5,3,8,965000.0
3500,4,3.5,18,0,2.0,3,10,1375000.0
3260,5,2.25,32,0,2.0,4,8,353950.0
4230,5,3.25,18,0,2.0,3,10,847700.0
1590,5,1.0,72,0,1.5,3,6,185000.0
1010,2,1.5,91,0,1.0,4,7,269000.0
1820,3,1.75,38,0,1.0,3,7,422800.0
870,2,1.0,67,0,1.0,3,7,379950.0
1620,3,2.0,45,0,1.0,3,7,525000.0
3980,4,3.5,8,0,2.0,3,9,810000.0
1630,4,1.0,52,0,1.0,3,6,209950.0
1230,3,2.0,11,0,2.0,3,8,439950.0
3510,4,2.0,49,0,1.0,3,8,554820.0
2160,4,2.5,13,0,2.0,3,7,359000.0
1020,3,1.0,73,0,1.0,3,6,242500.0
1590,3,1.75,60,0,1.0,4,7,330000.0
3440,3,2.25,35,0,2.0,4,10,740000.0
3020,5,1.0,113,0,2.0,3,7,630000.0
2280,3,1.75,73,0,1.0,4,8,750000.0
2790,4,2.5,15,0,2.0,3,9,695000.0
580,2,0.5,74,0,1.0,3,5,109000.0
2030,3,1.5,54,0,1.0,5,7,389000.0
850,2,1.0,90,0,1.0,5,6,447000.0
2480,3,2.0,59,0,1.0,2,7,1200000.0
1010,3,1.75,37,0,1.0,4,7,315000.0
2420,3,2.5,27,0,2.0,3,10,640000.0
2180,3,2.25,30,0,2.0,3,9,570000.0
1830,3,2.75,17,0,2.0,3,8,495000.0
2040,5,2.75,45,0,1.0,4,7,449500.0
2640,4,2.75,72,0,2.0,3,9,1084500.0
1060,2,1.0,63,0,1.0,3,7,294950.0
1640,3,1.0,54,0,1.0,3,7,170500.0
1190,4,1.0,88,0,1.5,3,6,312000.0
2180,3,2.5,22,0,1.0,3,8,350000.0
2120,4,2.5,25,0,2.0,4,9,690000.0
2210,4,2.5,15,0,2.0,3,7,375000.0
2510,4,2.5,27,0,2.0,3,9,575000.0
2500,4,2.25,36,0,1.0,4,8,646000.0
1560,3,2.5,41,0,2.0,4,7,239950.0
2510,5,2.5,85,0,1.5,4,7,400000.0
3060,4,1.75,57,0,1.0,3,8,455000.0
1310,3,2.0,24,0,1.0,3,7,240000.0
2500,3,2.0,92,0,1.5,5,7,695000.0
670,2,1.0,72,0,1.0,5,6,304950.0
1840,3,1.75,100,0,1.0,4,8,650000.0
1480,3,1.75,19,0,2.0,3,7,402500.0
2420,3,2.5,16,0,2.0,3,7,482000.0
1820,3,2.0,91,0,1.0,5,7,655000.0
1940,5,2.75,63,0,2.0,5,7,577000.0
1630,3,2.5,28,0,2.0,3,7,350000.0
2520,4,2.25,44,0,1.0,3,8,415000.0
2120,4,2.5,31,0,2.0,2,7,396400.0
2490,3,2.5,15,0,2.0,3,9,654300.0
3410,4,2.5,10,0,2.0,3,10,774950.0
2380,4,2.0,89,0,2.0,3,8,855000.0
2490,3,2.5,96,0,2.0,5,8,1145000.0
1240,2,2.5,7,0,2.0,3,7,330000.0
1900,4,2.25,55,0,1.0,4,7,290000.0
2390,3,3.0,6,0,1.5,3,8,519500.0
1810,3,1.75,37,0,1.0,3,7,450000.0
1620,3,1.0,86,0,1.5,3,7,265000.0
2640,4,2.5,25,0,2.0,3,8,359000.0
2870,4,3.75,3,0,2.0,3,10,2000000.0
3250,4,2.5,30,0,1.0,3,8,1050000.0
800,2,1.0,68,0,1.0,5,6,402500.0
1360,3,1.75,57,0,1.0,4,7,450000.0
1950,5,2.25,35,0,1.0,3,7,262500.0
1970,4,2.25,36,0,2.0,3,8,285000.0
2020,3,2.5,10,0,2.0,3,7,290000.0
2280,2,2.5,9,0,1.0,3,8,752500.0
3540,4,2.75,16,0,2.0,3,10,820000.0
1560,3,2.5,15,0,2.0,3,8,292000.0
750,2,1.0,77,0,1.0,3,6,213000.0
2240,4,3.0,72,0,2.0,3,7,400000.0
590,1,0.75,70,0,1.0,3,6,202000.0
1580,3,2.0,34,0,1.0,3,7,617450.0
1040,3,1.0,59,0,1.0,4,7,250000.0
1880,5,1.75,51,0,1.0,3,7,405000.0
1070,2,1.0,64,0,1.0,3,7,325000.0
1860,3,3.0,60,0,1.0,5,7,301350.0
1550,2,1.75,75,0,1.0,3,7,425000.0
1860,3,1.0,60,0,1.0,3,8,460000.0
3090,3,2.5,23,0,2.0,3,10,938000.0
1720,3,1.75,29,0,1.0,3,8,348000.0
1260,2,1.0,88,0,1.5,5,7,435000.0
1120,3,1.5,51,0,1.0,4,7,227950.0
1250,2,1.0,67,0,1.0,3,6,425000.0
1810,3,2.0,89,0,1.5,3,7,550000.0
1890,3,2.5,22,0,2.0,4,8,347500.0
2020,4,1.75,55,0,1.0,3,7,397000.0
1790,4,1.75,45,0,1.0,4,7,410000.0
3190,3,3.5,16,0,2.0,3,10,780000.0
3030,4,3.25,89,0,1.5,5,9,1350000.0
1630,3,2.25,10,0,2.0,3,7,476000.0
1180,3,1.75,47,0,1.0,4,7,390000.0
1560,3,2.0,46,0,1.0,4,7,226500.0
1340,3,2.0,30,0,2.0,3,7,495000.0
2590,5,3.25,47,0,1.0,4,9,1500000.0
1020,3,1.0,65,0,1.0,3,6,385000.0
2370,3,2.5,12,0,2.0,3,9,535950.0
3170,4,2.5,25,0,2.5,3,10,910000.0
1120,2,1.0,89,0,1.0,3,7,465000.0
1440,3,1.75,31,0,1.0,3,8,495000.0
2170,4,2.0,95,0,1.5,5,6,250000.0
3490,4,2.25,86,0,2.0,4,10,1225000.0
1970,4,2.25,42,0,2.0,3,7,400000.0
2780,4,2.5,27,0,2.0,3,10,715000.0
2250,3,2.0,23,0,1.0,3,8,342000.0
1340,4,1.75,48,0,1.0,5,7,420000.0
1400,3,1.0,46,0,1.0,4,7,148226.0
1510,3,1.0,46,0,1.0,4,7,313000.0
1320,3,1.0,55,0,1.0,3,7,150000.0
820,2,1.0,60,0,1.0,3,7,150000.0
1080,2,1.0,56,0,1.0,3,6,230000.0
840,2,1.0,66,0,1.0,4,7,389100.0
2070,4,2.25,40,0,1.0,5,8,645000.0
1520,3,1.0,57,0,1.0,3,7,310000.0
1210,2,1.75,0,0,2.0,3,8,351358.0
3810,5,2.75,1,0,2.0,3,10,1700000.0
5370,4,3.5,13,0,2.0,3,10,1565000.0
1540,3,2.0,114,0,2.0,3,8,850000.0
2310,4,2.5,23,0,2.0,3,9,470000.0
1870,3,2.25,6,0,3.0,3,8,770000.0
1840,3,1.75,37,0,1.0,4,8,366000.0
2060,3,2.5,27,0,2.0,3,8,545000.0
1010,3,1.0,46,0,1.0,4,7,205000.0
1020,2,1.0,66,0,1.0,4,7,405000.0
2220,4,2.5,42,0,1.0,3,7,467000.0
1050,2,1.0,105,0,1.0,4,7,392500.0
3030,4,2.75,41,0,1.5,3,9,901000.0
1800,3,1.75,42,0,1.0,3,7,500000.0
1860,3,2.5,14,0,2.0,3,7,384950.0
4070,4,3.5,9,0,2.0,3,11,1700000.0
860,2,1.0,66,0,1.0,3,7,245000.0
3080,4,2.25,47,0,2.0,4,9,1165000.0
1280,3,1.5,32,0,2.0,3,6,184500.0
1540,2,2.0,29,0,1.5,3,8,269000.0
1530,3,2.5,16,0,2.0,3,8,570000.0
2350,4,1.75,53,0,1.0,4,8,850000.0
920,3,1.0,46,0,1.0,4,6,209000.0
1840,4,1.75,81,0,1.0,4,5,327000.0
1650,3,1.5,53,0,1.0,4,7,369500.0
1760,3,1.75,39,0,1.0,4,7,440000.0
3290,4,2.25,46,0,1.5,4,10,947500.0
1270,2,1.0,96,0,1.5,4,7,510000.0
1600,3,2.0,74,0,1.0,3,7,385000.0
2670,5,3.0,24,0,1.0,3,8,370000.0
1960,4,1.5,92,0,1.5,3,7,660000.0
3300,3,4.25,39,0,2.0,4,9,729000.0
2000,3,1.75,35,0,2.0,3,8,440000.0
2360,4,2.5,14,0,1.0,3,8,445000.0
1430,2,1.0,76,0,1.0,4,7,460000.0
2330,3,3.0,43,0,1.0,3,9,516000.0
2060,4,2.5,12,0,2.0,3,7,343888.0
2240,4,1.75,49,0,1.5,4,7,500000.0
2330,5,1.75,57,0,1.0,3,8,465000.0
2180,5,2.25,28,0,2.0,3,7,302000.0
1280,2,1.0,101,0,1.0,4,6,195000.0
2140,3,2.5,23,0,2.0,3,8,640000.0
2890,6,2.5,37,0,1.0,3,8,502000.0
1480,3,2.5,17,0,2.0,3,8,360000.0
1680,4,2.5,12,0,2.0,3,7,290500.0
2163,4,3.0,8,0,2.0,3,7,248000.0
2280,4,2.5,13,0,2.0,4,7,433000.0
820,2,1.0,35,0,1.0,3,7,480000.0
1330,3,1.0,58,0,1.0,3,7,410000.0
2310,4,2.75,8,0,2.0,3,7,309950.0
1290,3,2.0,24,0,1.0,5,7,253000.0
1630,3,1.75,43,0,1.0,4,7,280000.0
1410,3,1.0,57,0,1.0,3,7,440000.0
1240,5,1.75,60,0,1.0,3,7,333000.0
3100,3,2.5,12,0,2.0,3,9,759950.0
2020,3,2.25,35,0,2.0,3,7,345000.0
2500,4,2.5,7,0,2.0,3,8,350000.0
790,2,1.0,63,0,1.0,3,7,198000.0
2040,3,1.75,62,0,1.0,4,7,730000.0
1430,3,1.5,48,0,1.0,4,7,266200.0
2250,4,2.5,48,0,2.0,5,8,1060000.0
1070,2,1.0,66,0,1.0,2,6,95000.0
1300,3,1.75,33,0,1.0,3,8,430000.0
2560,4,2.25,41,0,2.0,4,7,650000.0
2190,3,2.5,11,0,2.0,3,8,379900.0
940,2,1.5,11,0,2.0,3,7,325000.0
1740,4,2.25,56,0,1.0,4,7,455000.0
2220,4,3.75,97,0,1.5,4,6,392000.0
1310,3,1.75,38,0,1.0,3,7,373000.0
2710,5,3.0,61,0,1.0,3,8,951250.0
1300,3,2.0,59,0,1.0,3,7,502000.0
1940,3,2.0,15,0,1.0,3,7,362500.0
1080,2,1.0,90,0,1.0,3,7,525000.0
2110,4,2.5,38,0,1.0,4,7,580000.0
1590,3,2.25,29,0,1.0,3,7,278000.0
910,2,1.0,91,0,1.0,4,7,422500.0
1590,4,2.0,114,0,1.0,3,7,783200.0
3290,4,2.5,11,0,2.0,3,9,715000.0
2010,3,2.5,0,0,2.0,3,8,472217.0
2060,3,2.5,15,0,2.0,3,7,244615.0
1560,3,1.75,70,0,1.0,3,6,385000.0
1120,3,1.0,71,0,1.0,3,7,549995.0
3550,4,3.75,10,0,2.0,3,11,959900.0
3300,6,4.5,34,0,2.0,3,8,510000.0
2000,3,1.75,49,0,1.0,4,7,367000.0
2680,5,3.0,24,0,2.0,3,8,375000.0
1290,2,2.25,7,0,3.0,3,8,500000.0
1290,2,2.25,8,0,3.0,3,8,489000.0
1150,3,2.0,15,0,2.0,3,7,340000.0
1880,3,1.75,58,0,1.0,5,7,562000.0
2400,3,2.5,12,0,2.0,3,9,489950.0
1920,3,2.25,46,0,1.0,4,8,652000.0
4350,4,3.25,15,0,2.0,3,8,472000.0
1910,4,2.5,51,0,1.0,4,6,333000.0
2000,3,1.5,61,0,1.0,3,8,560000.0
3290,4,3.5,24,0,2.0,3,10,799000.0
3480,5,2.25,35,0,2.0,3,8,860000.0
2410,4,2.5,26,0,2.0,3,9,449500.0
2820,4,3.0,23,0,2.0,3,10,692500.0
2710,4,1.75,38,0,1.0,4,9,925000.0
2080,3,2.25,11,0,1.5,3,7,267500.0
2200,4,2.5,4,0,2.0,3,8,396800.0
1180,4,1.5,46,0,1.0,5,7,220000.0
2120,3,1.75,55,0,1.0,3,9,892500.0
1460,3,2.0,39,0,1.0,4,7,455500.0
2110,3,1.75,53,0,1.0,4,8,743000.0
1790,4,1.5,63,0,1.0,4,6,338000.0
1340,3,1.75,36,0,1.0,3,7,332000.0
2460,3,1.0,97,0,1.5,4,7,563225.0
3760,4,3.5,25,0,2.0,3,11,1150000.0
1240,2,1.0,94,0,1.0,3,7,645000.0
2750,3,2.5,33,0,2.0,4,9,739000.0
2530,3,2.5,21,0,2.0,3,9,435000.0
3200,3,2.25,100,0,2.0,5,9,995000.0
2020,4,2.75,29,0,1.0,3,7,520000.0
3030,4,2.5,28,0,2.0,3,7,400000.0
2350,3,1.75,36,0,1.0,3,7,440000.0
1690,3,1.5,68,0,1.0,3,7,440000.0
1280,3,1.0,94,0,1.0,4,7,738000.0
1170,3,1.5,52,0,1.0,3,7,250000.0
2700,4,2.25,22,0,2.0,3,8,338150.0
1800,3,2.25,35,0,1.0,3,7,425000.0
3670,4,2.5,15,0,2.0,3,10,883000.0
2350,3,2.0,31,0,1.5,3,7,510000.0
3100,4,1.75,52,0,1.0,4,9,950000.0
1120,3,1.0,59,0,1.0,5,7,435000.0
1900,5,1.5,53,0,1.0,3,7,415000.0
1350,2,2.5,10,0,2.0,3,9,439000.0
1410,5,1.0,59,0,1.0,5,7,295832.0
1560,3,1.75,47,0,1.0,4,7,285000.0
1090,3,1.5,53,0,1.0,3,7,350000.0
1465,2,2.75,8,0,2.0,3,7,489000.0
1790,3,2.25,40,0,1.0,3,7,304500.0
1300,3,1.5,47,0,1.0,4,7,288000.0
1920,3,1.75,35,0,1.0,3,8,417000.0
1420,3,3.0,10,0,2.0,3,8,615000.0
3760,5,3.5,10,0,2.0,3,9,730000.0
930,2,1.0,36,0,1.0,4,8,178500.0
1580,4,2.0,49,0,1.0,5,7,300000.0
2170,4,2.5,59,0,1.0,3,7,415000.0
2040,3,1.75,55,0,1.0,4,8,452500.0
3430,4,2.75,9,0,1.0,3,11,1010000.0
2160,4,2.5,25,0,2.0,4,9,653000.0
2060,4,2.25,73,0,1.0,5,8,715000.0
1410,3,1.75,87,0,1.5,4,7,541000.0
1850,4,1.5,54,0,1.5,4,7,245000.0
1370,2,1.0,93,0,1.5,4,7,547000.0
3330,5,2.75,39,0,1.0,3,10,750000.0
1970,5,2.5,56,0,1.0,3,8,575000.0
1310,3,1.75,30,0,1.0,4,6,216000.0
1640,3,1.75,98,0,1.0,4,6,443000.0
1600,4,2.25,28,0,2.0,4,7,257700.0
1230,3,1.0,37,0,1.0,3,7,278000.0
2240,3,2.5,11,0,2.0,3,7,300000.0
2190,3,2.5,20,0,2.0,3,8,269100.0
990,3,1.0,85,0,1.5,4,7,402500.0
